Strain : Compressive strain (Extension) gauge length,"100.00000",mm
"8.16500","10.18058","1.41868"
"8.16600","10.18184","1.42041"
"8.16700","10.18309","1.42199"
"8.16800","10.18435","1.42347"
"8.16900","10.18560","1.42466"
"8.17000","10.18685","1.42538"
"8.17100","10.18811","1.42576"
"8.17200","10.18936","1.42614"
"8.17300","10.19062","1.42660"
"8.17400","10.19188","1.42709"
"8.17500","10.19313","1.42772"
"8.17600","10.19439","1.42859"
"8.17700","10.19564","1.42962"
"8.17800","10.19690","1.43060"
"8.17900","10.19816","1.43148"
"8.18000","10.19941","1.43239"
"8.18100","10.20067","1.43321"
"8.18200","10.20193","1.43361"
"8.18300","10.20318","1.43358"
"8.18400","10.20444","1.43358"
"8.18500","10.20569","1.43399"
"8.18600","10.20695","1.43479"
"8.18700","10.20821","1.43574"
"8.18800","10.20946","1.43681"
"8.18900","10.21071","1.43813"
"8.19000","10.21197","1.43966"
"8.19100","10.21322","1.44109"
"8.19200","10.21447","1.44213"
"8.19300","10.21573","1.44281"
"8.19400","10.21698","1.44317"
"8.19500","10.21823","1.44306"
"8.19600","10.21949","1.44246"
"8.19700","10.22074","1.44173"
"8.19800","10.22199","1.44134"
"8.19900","10.22324","1.44131"
"8.20000","10.22449","1.44140"
"8.20100","10.22575","1.44156"
"8.20200","10.22700","1.44185"
"8.20300","10.22825","1.44219"
"8.20400","10.22950","1.44232"
"8.20500","10.23075","1.44207"
"8.20600","10.23200","1.44153"
"8.20700","10.23325","1.44083"
"8.20800","10.23450","1.44002"
"8.20900","10.23575","1.43918"
"8.21000","10.23700","1.43854"
"8.21100","10.23825","1.43826"
"8.21200","10.23950","1.43824"
"8.21300","10.24075","1.43835"
"8.21400","10.24200","1.43852"
"8.21500","10.24324","1.43868"
"8.21600","10.24449","1.43867"
"8.21700","10.24574","1.43839"
"8.21800","10.24698","1.43806"
"8.21900","10.24823","1.43804"
"8.22000","10.24947","1.43839"
"8.22100","10.25072","1.43887"
"8.22200","10.25196","1.43946"
"8.22300","10.25321","1.44044"
"8.22400","10.25445","1.44194"
"8.22500","10.25569","1.44371"
"8.22600","10.25694","1.44549"
"8.22700","10.25818","1.44718"
"8.22800","10.25943","1.44869"
"8.22900","10.26067","1.44978"
"8.23000","10.26192","1.45030"
"8.23100","10.26316","1.45042"
"8.23200","10.26441","1.45040"
"8.23300","10.26565","1.45035"
"8.23400","10.26689","1.45030"
"8.23500","10.26814","1.45042"
"8.23600","10.26938","1.45084"
"8.23700","10.27063","1.45138"
"8.23800","10.27188","1.45176"
"8.23900","10.27312","1.45190"
"8.24000","10.27437","1.45180"
"8.24100","10.27561","1.45136"
"8.24200","10.27686","1.45050"
"8.24300","10.27810","1.44931"
"8.24400","10.27935","1.44804"
"8.24500","10.28059","1.44698"
"8.24600","10.28184","1.44628"
"8.24700","10.28308","1.44591"
"8.24800","10.28433","1.44582"
"8.24900","10.28557","1.44599"
"8.25000","10.28682","1.44630"
"8.25100","10.28806","1.44660"
"8.25200","10.28931","1.44680"
"8.25300","10.29055","1.44699"
"8.25400","10.29180","1.44722"
"8.25500","10.29304","1.44735"
"8.25600","10.29429","1.44730"
"8.25700","10.29554","1.44737"
"8.25800","10.29678","1.44794"
"8.25900","10.29803","1.44905"
"8.26000","10.29928","1.45050"
"8.26100","10.30052","1.45219"
"8.26200","10.30177","1.45411"
"8.26300","10.30302","1.45597"
"8.26400","10.30427","1.45740"
"8.26500","10.30552","1.45836"
"8.26600","10.30676","1.45905"
"8.26700","10.30801","1.45954"
"8.26800","10.30926","1.45975"
"8.26900","10.31051","1.45979"
"8.27000","10.31176","1.45997"
"8.27100","10.31301","1.46044"
"8.27200","10.31426","1.46115"
"8.27300","10.31551","1.46205"
"8.27400","10.31676","1.46320"
"8.27500","10.31801","1.46441"
"8.27600","10.31926","1.46528"
"8.27700","10.32051","1.46561"
"8.27800","10.32176","1.46575"
"8.27900","10.32300","1.46599"
"8.28000","10.32425","1.46603"
"8.28100","10.32550","1.46560"
"8.28200","10.32675","1.46499"
"8.28300","10.32800","1.46467"
"8.28400","10.32925","1.46473"
"8.28500","10.33050","1.46497"
"8.28600","10.33174","1.46531"
"8.28700","10.33299","1.46579"
"8.28800","10.33424","1.46631"
"8.28900","10.33549","1.46658"
"8.29000","10.33674","1.46646"
"8.29100","10.33799","1.46607"
"8.29200","10.33924","1.46551"
"8.29300","10.34049","1.46484"
"8.29400","10.34174","1.46423"
"8.29500","10.34299","1.46382"
"8.29600","10.34424","1.46359"
"8.29700","10.34549","1.46350"
"8.29800","10.34674","1.46356"
"8.29900","10.34799","1.46374"
"8.30000","10.34925","1.46380"
"8.30100","10.35050","1.46359"
"8.30200","10.35175","1.46310"
"8.30300","10.35300","1.46240"
"8.30400","10.35426","1.46157"
"8.30500","10.35551","1.46068"
"8.30600","10.35676","1.45995"
"8.30700","10.35802","1.45959"
"8.30800","10.35927","1.45962"
"8.30900","10.36052","1.45983"
"8.31000","10.36178","1.46012"
"8.31100","10.36303","1.46068"
"8.31200","10.36428","1.46155"
"8.31300","10.36554","1.46230"
"8.31400","10.36679","1.46253"
"8.31500","10.36805","1.46225"
"8.31600","10.36930","1.46182"
"8.31700","10.37056","1.46149"
"8.31800","10.37181","1.46132"
"8.31900","10.37307","1.46139"
"8.32000","10.37432","1.46201"
"8.32100","10.37558","1.46340"
"8.32200","10.37683","1.46530"
"8.32300","10.37809","1.46727"
"8.32400","10.37934","1.46924"
"8.32500","10.38060","1.47123"
"8.32600","10.38185","1.47291"
"8.32700","10.38311","1.47390"
"8.32800","10.38437","1.47427"
"8.32900","10.38562","1.47441"
"8.33000","10.38688","1.47456"
"8.33100","10.38813","1.47473"
"8.33200","10.38939","1.47500"
"8.33300","10.39065","1.47559"
"8.33400","10.39190","1.47650"
"8.33500","10.39316","1.47746"
"8.33600","10.39441","1.47827"
"8.33700","10.39567","1.47889"
"8.33800","10.39692","1.47916"
"8.33900","10.39818","1.47887"
"8.34000","10.39943","1.47808"
"8.34100","10.40069","1.47709"
"8.34200","10.40194","1.47605"
"8.34300","10.40320","1.47514"
"8.34400","10.40445","1.47467"
"8.34500","10.40570","1.47476"
"8.34600","10.40695","1.47504"
"8.34700","10.40821","1.47514"
"8.34800","10.40946","1.47503"
"8.34900","10.41071","1.47488"
"8.35000","10.41196","1.47462"
"8.35100","10.41321","1.47397"
"8.35200","10.41446","1.47289"
"8.35300","10.41571","1.47171"
"8.35400","10.41696","1.47067"
"8.35500","10.41821","1.46985"
"8.35600","10.41946","1.46958"
"8.35700","10.42070","1.47001"
"8.35800","10.42195","1.47080"
"8.35900","10.42320","1.47160"
"8.36000","10.42445","1.47246"
"8.36100","10.42570","1.47346"
"8.36200","10.42695","1.47430"
"8.36300","10.42819","1.47460"
"8.36400","10.42944","1.47439"
"8.36500","10.43069","1.47396"
"8.36600","10.43194","1.47354"
"8.36700","10.43318","1.47322"
"8.36800","10.43443","1.47319"
"8.36900","10.43568","1.47365"
"8.37000","10.43692","1.47442"
"8.37100","10.43817","1.47516"
"8.37200","10.43942","1.47578"
"8.37300","10.44067","1.47630"
"8.37400","10.44191","1.47656"
"8.37500","10.44316","1.47639"
"8.37600","10.44441","1.47592"
"8.37700","10.44565","1.47537"
"8.37800","10.44690","1.47471"
"8.37900","10.44814","1.47401"
"8.38000","10.44939","1.47364"
"8.38100","10.45063","1.47385"
"8.38200","10.45188","1.47439"
"8.38300","10.45312","1.47486"
"8.38400","10.45437","1.47521"
"8.38500","10.45561","1.47566"
"8.38600","10.45686","1.47608"
"8.38700","10.45810","1.47620"
"8.38800","10.45934","1.47608"
"8.38900","10.46059","1.47605"
"8.39000","10.46183","1.47616"
"8.39100","10.46308","1.47629"
"8.39200","10.46432","1.47664"
"8.39300","10.46556","1.47752"
"8.39400","10.46681","1.47884"
"8.39500","10.46806","1.48029"
"8.39600","10.46930","1.48175"
"8.39700","10.47055","1.48312"
"8.39800","10.47179","1.48408"
"8.39900","10.47304","1.48444"
"8.40000","10.47429","1.48436"
"8.40100","10.47553","1.48419"
"8.40200","10.47678","1.48406"
"8.40300","10.47803","1.48397"
"8.40400","10.47927","1.48409"
"8.40500","10.48052","1.48461"
"8.40600","10.48177","1.48550"
"8.40700","10.48302","1.48655"
"8.40800","10.48426","1.48767"
"8.40900","10.48551","1.48883"
"8.41000","10.48676","1.48983"
"8.41100","10.48800","1.49039"
"8.41200","10.48925","1.49063"
"8.41300","10.49050","1.49090"
"8.41400","10.49174","1.49125"
"8.41500","10.49299","1.49148"
"8.41600","10.49423","1.49161"
"8.41700","10.49548","1.49200"
"8.41800","10.49672","1.49289"
"8.41900","10.49797","1.49409"
"8.42000","10.49922","1.49537"
"8.42100","10.50046","1.49668"
"8.42200","10.50171","1.49797"
"8.42300","10.50295","1.49926"
"8.42400","10.50420","1.50061"
"8.42500","10.50545","1.50156"
"8.42600","10.50669","1.50145"
"8.42700","10.50794","1.50063"
"8.42800","10.50919","1.50027"
"8.42900","10.51044","1.50080"
"8.43000","10.51169","1.50156"
"8.43100","10.51293","1.50195"
"8.43200","10.51418","1.50233"
"8.43300","10.51543","1.50306"
"8.43400","10.51669","1.50372"
"8.43500","10.51794","1.50366"
"8.43600","10.51919","1.50303"
"8.43700","10.52044","1.50240"
"8.43800","10.52169","1.50173"
"8.43900","10.52294","1.50076"
"8.44000","10.52420","1.49985"
"8.44100","10.52545","1.49948"
"8.44200","10.52670","1.49950"
"8.44300","10.52795","1.49956"
"8.44400","10.52921","1.49970"
"8.44500","10.53046","1.50003"
"8.44600","10.53171","1.50023"
"8.44700","10.53297","1.49996"
"8.44800","10.53422","1.49936"
"8.44900","10.53547","1.49881"
"8.45000","10.53673","1.49830"
"8.45100","10.53798","1.49763"
"8.45200","10.53923","1.49701"
"8.45300","10.54049","1.49690"
"8.45400","10.54174","1.49739"
"8.45500","10.54300","1.49828"
"8.45600","10.54425","1.49969"
"8.45700","10.54551","1.50156"
"8.45800","10.54676","1.50293"
"8.45900","10.54802","1.50310"
"8.46000","10.54927","1.50264"
"8.46100","10.55053","1.50238"
"8.46200","10.55179","1.50217"
"8.46300","10.55304","1.50151"
"8.46400","10.55430","1.50070"
"8.46500","10.55556","1.50047"
"8.46600","10.55681","1.50090"
"8.46700","10.55807","1.50133"
"8.46800","10.55933","1.50145"
"8.46900","10.56059","1.50154"
"8.47000","10.56184","1.50165"
"8.47100","10.56310","1.50135"
"8.47200","10.56436","1.50056"
"8.47300","10.56561","1.49971"
"8.47400","10.56687","1.49900"
"8.47500","10.56813","1.49825"
"8.47600","10.56938","1.49757"
"8.47700","10.57064","1.49728"
"8.47800","10.57189","1.49738"
"8.47900","10.57315","1.49761"
"8.48000","10.57440","1.49789"
"8.48100","10.57566","1.49832"
"8.48200","10.57691","1.49882"
"8.48300","10.57817","1.49910"
"8.48400","10.57942","1.49898"
"8.48500","10.58067","1.49860"
"8.48600","10.58193","1.49822"
"8.48700","10.58318","1.49798"
"8.48800","10.58443","1.49806"
"8.48900","10.58568","1.49885"
"8.49000","10.58694","1.50038"
"8.49100","10.58819","1.50189"
"8.49200","10.58944","1.50278"
"8.49300","10.59069","1.50353"
"8.49400","10.59194","1.50473"
"8.49500","10.59320","1.50609"
"8.49600","10.59445","1.50693"
"8.49700","10.59570","1.50715"
"8.49800","10.59695","1.50733"
"8.49900","10.59820","1.50783"
"8.50000","10.59945","1.50840"
"8.50100","10.60070","1.50888"
"8.50200","10.60195","1.50959"
"8.50300","10.60320","1.51075"
"8.50400","10.60445","1.51199"
"8.50500","10.60570","1.51302"
"8.50600","10.60695","1.51394"
"8.50700","10.60820","1.51480"
"8.50800","10.60945","1.51529"
"8.50900","10.61070","1.51521"
"8.51000","10.61195","1.51473"
"8.51100","10.61319","1.51410"
"8.51200","10.61444","1.51349"
"8.51300","10.61569","1.51307"
"8.51400","10.61694","1.51309"
"8.51500","10.61819","1.51366"
"8.51600","10.61944","1.51459"
"8.51700","10.62069","1.51553"
"8.51800","10.62194","1.51630"
"8.51900","10.62319","1.51698"
"8.52000","10.62443","1.51766"
"8.52100","10.62568","1.51856"
"8.52200","10.62693","1.51972"
"8.52300","10.62818","1.52046"
"8.52400","10.62943","1.52020"
"8.52500","10.63067","1.51960"
"8.52600","10.63192","1.51973"
"8.52700","10.63317","1.52060"
"8.52800","10.63441","1.52148"
"8.52900","10.63566","1.52206"
"8.53000","10.63691","1.52273"
"8.53100","10.63815","1.52365"
"8.53200","10.63940","1.52435"
"8.53300","10.64064","1.52444"
"8.53400","10.64189","1.52423"
"8.53500","10.64313","1.52407"
"8.53600","10.64438","1.52381"
"8.53700","10.64562","1.52340"
"8.53800","10.64687","1.52336"
"8.53900","10.64811","1.52394"
"8.54000","10.64936","1.52477"
"8.54100","10.65060","1.52552"
"8.54200","10.65185","1.52618"
"8.54300","10.65309","1.52659"
"8.54400","10.65433","1.52649"
"8.54500","10.65558","1.52588"
"8.54600","10.65682","1.52508"
"8.54700","10.65807","1.52438"
"8.54800","10.65931","1.52378"
"8.54900","10.66056","1.52322"
"8.55000","10.66180","1.52278"
"8.55100","10.66304","1.52260"
"8.55200","10.66429","1.52267"
"8.55300","10.66553","1.52301"
"8.55400","10.66678","1.52382"
"8.55500","10.66802","1.52522"
"8.55600","10.66927","1.52670"
"8.55700","10.67051","1.52729"
"8.55800","10.67175","1.52675"
"8.55900","10.67300","1.52596"
"8.56000","10.67424","1.52576"
"8.56100","10.67549","1.52603"
"8.56200","10.67673","1.52630"
"8.56300","10.67798","1.52658"
"8.56400","10.67922","1.52722"
"8.56500","10.68047","1.52822"
"8.56600","10.68171","1.52909"
"8.56700","10.68296","1.52949"
"8.56800","10.68421","1.52954"
"8.56900","10.68545","1.52935"
"8.57000","10.68670","1.52877"
"8.57100","10.68795","1.52792"
"8.57200","10.68920","1.52719"
"8.57300","10.69044","1.52674"
"8.57400","10.69169","1.52643"
"8.57500","10.69294","1.52621"
"8.57600","10.69419","1.52623"
"8.57700","10.69544","1.52651"
"8.57800","10.69669","1.52679"
"8.57900","10.69794","1.52695"
"8.58000","10.69919","1.52714"
"8.58100","10.70045","1.52737"
"8.58200","10.70170","1.52737"
"8.58300","10.70295","1.52697"
"8.58400","10.70420","1.52648"
"8.58500","10.70545","1.52626"
"8.58600","10.70671","1.52643"
"8.58700","10.70796","1.52699"
"8.58800","10.70921","1.52824"
"8.58900","10.71046","1.53047"
"8.59000","10.71172","1.53374"
"8.59100","10.71297","1.53892"
"8.59200","10.71422","1.54693"
"8.59300","10.71548","1.55582"
"8.59400","10.71673","1.56152"
"8.59500","10.71798","1.56175"
"8.59600","10.71924","1.55787"
"8.59700","10.72049","1.55366"
"8.59800","10.72174","1.55191"
"8.59900","10.72300","1.55215"
"8.60000","10.72425","1.55227"
"8.60100","10.72551","1.55144"
"8.60200","10.72676","1.55038"
"8.60300","10.72802","1.54978"
"8.60400","10.72927","1.54972"
"8.60500","10.73053","1.54950"
"8.60600","10.73179","1.54821"
"8.60700","10.73304","1.54604"
"8.60800","10.73430","1.54396"
"8.60900","10.73556","1.54234"
"8.61000","10.73682","1.54086"
"8.61100","10.73808","1.53936"
"8.61200","10.73934","1.53801"
"8.61300","10.74061","1.53698"
"8.61400","10.74187","1.53617"
"8.61500","10.74313","1.53521"
"8.61600","10.74439","1.53386"
"8.61700","10.74565","1.53240"
"8.61800","10.74691","1.53123"
"8.61900","10.74818","1.53043"
"8.62000","10.74944","1.52980"
"8.62100","10.75070","1.52923"
"8.62200","10.75196","1.52864"
"8.62300","10.75323","1.52817"
"8.62400","10.75449","1.52830"
"8.62500","10.75575","1.52923"
"8.62600","10.75701","1.53073"
"8.62700","10.75828","1.53245"
"8.62800","10.75954","1.53406"
"8.62900","10.76080","1.53519"
"8.63000","10.76206","1.53573"
"8.63100","10.76333","1.53588"
"8.63200","10.76459","1.53589"
"8.63300","10.76585","1.53588"
"8.63400","10.76711","1.53592"
"8.63500","10.76837","1.53609"
"8.63600","10.76963","1.53644"
"8.63700","10.77090","1.53701"
"8.63800","10.77216","1.53779"
"8.63900","10.77341","1.53861"
"8.64000","10.77467","1.53934"
"8.64100","10.77593","1.53974"
"8.64200","10.77719","1.53964"
"8.64300","10.77845","1.53929"
"8.64400","10.77970","1.53908"
"8.64500","10.78096","1.53899"
"8.64600","10.78221","1.53890"
"8.64700","10.78347","1.53888"
"8.64800","10.78472","1.53918"
"8.64900","10.78597","1.53984"
"8.65000","10.78722","1.54075"
"8.65100","10.78847","1.54176"
"8.65200","10.78972","1.54272"
"8.65300","10.79097","1.54343"
"8.65400","10.79222","1.54366"
"8.65500","10.79347","1.54355"
"8.65600","10.79472","1.54356"
"8.65700","10.79597","1.54392"
"8.65800","10.79721","1.54460"
"8.65900","10.79846","1.54556"
"8.66000","10.79970","1.54682"
"8.66100","10.80095","1.54821"
"8.66200","10.80219","1.54948"
"8.66300","10.80344","1.55073"
"8.66400","10.80468","1.55209"
"8.66500","10.80593","1.55326"
"8.66600","10.80717","1.55379"
"8.66700","10.80841","1.55363"
"8.66800","10.80965","1.55314"
"8.66900","10.81090","1.55274"
"8.67000","10.81214","1.55259"
"8.67100","10.81338","1.55262"
"8.67200","10.81462","1.55290"
"8.67300","10.81587","1.55342"
"8.67400","10.81711","1.55395"
"8.67500","10.81835","1.55434"
"8.67600","10.81959","1.55473"
"8.67700","10.82083","1.55513"
"8.67800","10.82207","1.55523"
"8.67900","10.82331","1.55488"
"8.68000","10.82455","1.55434"
"8.68100","10.82579","1.55397"
"8.68200","10.82703","1.55395"
"8.68300","10.82827","1.55441"
"8.68400","10.82951","1.55542"
"8.68500","10.83075","1.55686"
"8.68600","10.83199","1.55842"
"8.68700","10.83323","1.55984"
"8.68800","10.83447","1.56110"
"8.68900","10.83570","1.56231"
"8.69000","10.83694","1.56366"
"8.69100","10.83818","1.56516"
"8.69200","10.83943","1.56660"
"8.69300","10.84067","1.56777"
"8.69400","10.84191","1.56872"
"8.69500","10.84315","1.56977"
"8.69600","10.84439","1.57114"
"8.69700","10.84563","1.57273"
"8.69800","10.84687","1.57429"
"8.69900","10.84812","1.57567"
"8.70000","10.84936","1.57669"
"8.70100","10.85060","1.57723"
"8.70200","10.85185","1.57733"
"8.70300","10.85309","1.57714"
"8.70400","10.85433","1.57668"
"8.70500","10.85558","1.57583"
"8.70600","10.85682","1.57473"
"8.70700","10.85807","1.57381"
"8.70800","10.85931","1.57335"
"8.70900","10.86056","1.57313"
"8.71000","10.86180","1.57278"
"8.71100","10.86305","1.57222"
"8.71200","10.86429","1.57146"
"8.71300","10.86554","1.57038"
"8.71400","10.86678","1.56896"
"8.71500","10.86803","1.56732"
"8.71600","10.86927","1.56569"
"8.71700","10.87052","1.56423"
"8.71800","10.87177","1.56292"
"8.71900","10.87301","1.56183"
"8.72000","10.87426","1.56115"
"8.72100","10.87551","1.56103"
"8.72200","10.87675","1.56150"
"8.72300","10.87800","1.56252"
"8.72400","10.87925","1.56387"
"8.72500","10.88050","1.56523"
"8.72600","10.88175","1.56639"
"8.72700","10.88299","1.56731"
"8.72800","10.88424","1.56799"
"8.72900","10.88549","1.56852"
"8.73000","10.88674","1.56910"
"8.73100","10.88799","1.56991"
"8.73200","10.88924","1.57106"
"8.73300","10.89049","1.57257"
"8.73400","10.89174","1.57442"
"8.73500","10.89299","1.57651"
"8.73600","10.89425","1.57856"
"8.73700","10.89550","1.58024"
"8.73800","10.89675","1.58156"
"8.73900","10.89800","1.58271"
"8.74000","10.89925","1.58369"
"8.74100","10.90050","1.58439"
"8.74200","10.90175","1.58493"
"8.74300","10.90301","1.58556"
"8.74400","10.90426","1.58648"
"8.74500","10.90551","1.58766"
"8.74600","10.90676","1.58899"
"8.74700","10.90802","1.59039"
"8.74800","10.90927","1.59180"
"8.74900","10.91052","1.59293"
"8.75000","10.91178","1.59343"
"8.75100","10.91303","1.59329"
"8.75200","10.91428","1.59278"
"8.75300","10.91554","1.59214"
"8.75400","10.91679","1.59154"
"8.75500","10.91804","1.59111"
"8.75600","10.91929","1.59074"
"8.75700","10.92055","1.59038"
"8.75800","10.92180","1.59033"
"8.75900","10.92305","1.59093"
"8.76000","10.92431","1.59205"
"8.76100","10.92556","1.59309"
"8.76200","10.92682","1.59346"
"8.76300","10.92807","1.59313"
"8.76400","10.92933","1.59252"
"8.76500","10.93058","1.59194"
"8.76600","10.93184","1.59138"
"8.76700","10.93309","1.59087"
"8.76800","10.93435","1.59059"
"8.76900","10.93561","1.59051"
"8.77000","10.93686","1.59041"
"8.77100","10.93812","1.59022"
"8.77200","10.93938","1.58999"
"8.77300","10.94064","1.58973"
"8.77400","10.94190","1.58936"
"8.77500","10.94315","1.58868"
"8.77600","10.94441","1.58752"
"8.77700","10.94567","1.58597"
"8.77800","10.94693","1.58439"
"8.77900","10.94819","1.58314"
"8.78000","10.94945","1.58239"
"8.78100","10.95071","1.58218"
"8.78200","10.95197","1.58245"
"8.78300","10.95322","1.58302"
"8.78400","10.95448","1.58358"
"8.78500","10.95574","1.58389"
"8.78600","10.95700","1.58400"
"8.78700","10.95825","1.58412"
"8.78800","10.95951","1.58426"
"8.78900","10.96076","1.58440"
"8.79000","10.96202","1.58469"
"8.79100","10.96327","1.58536"
"8.79200","10.96453","1.58640"
"8.79300","10.96578","1.58778"
"8.79400","10.96704","1.58953"
"8.79500","10.96829","1.59152"
"8.79600","10.96954","1.59360"
"8.79700","10.97080","1.59600"
"8.79800","10.97205","1.59887"
"8.79900","10.97331","1.60114"
"8.80000","10.97456","1.60155"
"8.80100","10.97581","1.60042"
"8.80200","10.97707","1.59930"
"8.80300","10.97832","1.59917"
"8.80400","10.97957","1.59965"
"8.80500","10.98082","1.59994"
"8.80600","10.98208","1.59997"
"8.80700","10.98333","1.60018"
"8.80800","10.98458","1.60049"
"8.80900","10.98583","1.60054"
"8.81000","10.98709","1.60043"
"8.81100","10.98834","1.60029"
"8.81200","10.98959","1.59978"
"8.81300","10.99084","1.59878"
"8.81400","10.99209","1.59791"
"8.81500","10.99334","1.59766"
"8.81600","10.99459","1.59783"
"8.81700","10.99584","1.59809"
"8.81800","10.99709","1.59852"
"8.81900","10.99834","1.59929"
"8.82000","10.99958","1.60027"
"8.82100","11.00083","1.60118"
"8.82200","11.00208","1.60203"
"8.82300","11.00333","1.60292"
"8.82400","11.00458","1.60364"
"8.82500","11.00582","1.60409"
"8.82600","11.00707","1.60454"
"8.82700","11.00832","1.60530"
"8.82800","11.00956","1.60622"
"8.82900","11.01081","1.60712"
"8.83000","11.01206","1.60830"
"8.83100","11.01330","1.61001"
"8.83200","11.01455","1.61193"
"8.83300","11.01580","1.61348"
"8.83400","11.01704","1.61447"
"8.83500","11.01829","1.61507"
"8.83600","11.01954","1.61529"
"8.83700","11.02078","1.61503"
"8.83800","11.02203","1.61455"
"8.83900","11.02327","1.61432"
"8.84000","11.02452","1.61442"
"8.84100","11.02576","1.61460"
"8.84200","11.02701","1.61466"
"8.84300","11.02825","1.61469"
"8.84400","11.02950","1.61483"
"8.84500","11.03074","1.61495"
"8.84600","11.03198","1.61489"
"8.84700","11.03323","1.61462"
"8.84800","11.03447","1.61411"
"8.84900","11.03571","1.61333"
"8.85000","11.03695","1.61244"
"8.85100","11.03820","1.61174"
"8.85200","11.03944","1.61134"
"8.85300","11.04068","1.61123"
"8.85400","11.04192","1.61138"
"8.85500","11.04317","1.61170"
"8.85600","11.04441","1.61195"
"8.85700","11.04565","1.61196"
"8.85800","11.04690","1.61196"
"8.85900","11.04814","1.61234"
"8.86000","11.04938","1.61311"
"8.86100","11.05063","1.61398"
"8.86200","11.05187","1.61466"
"8.86300","11.05312","1.61512"
"8.86400","11.05436","1.61556"
"8.86500","11.05561","1.61622"
"8.86600","11.05685","1.61721"
"8.86700","11.05810","1.61846"
"8.86800","11.05935","1.61986"
"8.86900","11.06059","1.62116"
"8.87000","11.06184","1.62220"
"8.87100","11.06309","1.62282"
"8.87200","11.06434","1.62291"
"8.87300","11.06559","1.62250"
"8.87400","11.06683","1.62176"
"8.87500","11.06808","1.62095"
"8.87600","11.06933","1.62048"
"8.87700","11.07058","1.62062"
"8.87800","11.07183","1.62123"
"8.87900","11.07308","1.62193"
"8.88000","11.07433","1.62256"
"8.88100","11.07558","1.62326"
"8.88200","11.07683","1.62406"
"8.88300","11.07808","1.62470"
"8.88400","11.07933","1.62494"
"8.88500","11.08057","1.62489"
"8.88600","11.08182","1.62472"
"8.88700","11.08307","1.62439"
"8.88800","11.08432","1.62383"
"8.88900","11.08557","1.62324"
"8.89000","11.08682","1.62294"
"8.89100","11.08807","1.62319"
"8.89200","11.08933","1.62423"
"8.89300","11.09058","1.62604"
"8.89400","11.09183","1.62792"
"8.89500","11.09308","1.62896"
"8.89600","11.09433","1.62901"
"8.89700","11.09558","1.62871"
"8.89800","11.09684","1.62857"
"8.89900","11.09809","1.62847"
"8.90000","11.09935","1.62817"
"8.90100","11.10060","1.62795"
"8.90200","11.10185","1.62823"
"8.90300","11.10311","1.62888"
"8.90400","11.10436","1.62946"
"8.90500","11.10562","1.62977"
"8.90600","11.10687","1.62967"
"8.90700","11.10813","1.62906"
"8.90800","11.10938","1.62819"
"8.90900","11.11064","1.62755"
"8.91000","11.11189","1.62722"
"8.91100","11.11315","1.62674"
"8.91200","11.11440","1.62588"
"8.91300","11.11566","1.62509"
"8.91400","11.11692","1.62491"
"8.91500","11.11817","1.62531"
"8.91600","11.11943","1.62590"
"8.91700","11.12068","1.62652"
"8.91800","11.12194","1.62712"
"8.91900","11.12319","1.62740"
"8.92000","11.12445","1.62692"
"8.92100","11.12570","1.62590"
"8.92200","11.12696","1.62514"
"8.92300","11.12821","1.62499"
"8.92400","11.12947","1.62521"
"8.92500","11.13072","1.62563"
"8.92600","11.13198","1.62635"
"8.92700","11.13323","1.62749"
"8.92800","11.13449","1.62893"
"8.92900","11.13574","1.63043"
"8.93000","11.13700","1.63182"
"8.93100","11.13825","1.63294"
"8.93200","11.13951","1.63360"
"8.93300","11.14076","1.63381"
"8.93400","11.14201","1.63394"
"8.93500","11.14327","1.63422"
"8.93600","11.14452","1.63449"
"8.93700","11.14577","1.63463"
"8.93800","11.14703","1.63484"
"8.93900","11.14828","1.63512"
"8.94000","11.14953","1.63519"
"8.94100","11.15078","1.63511"
"8.94200","11.15203","1.63536"
"8.94300","11.15329","1.63606"
"8.94400","11.15454","1.63658"
"8.94500","11.15579","1.63627"
"8.94600","11.15704","1.63529"
"8.94700","11.15829","1.63419"
"8.94800","11.15954","1.63328"
"8.94900","11.16079","1.63255"
"8.95000","11.16204","1.63217"
"8.95100","11.16329","1.63235"
"8.95200","11.16453","1.63287"
"8.95300","11.16578","1.63337"
"8.95400","11.16703","1.63376"
"8.95500","11.16828","1.63401"
"8.95600","11.16952","1.63396"
"8.95700","11.17077","1.63370"
"8.95800","11.17202","1.63355"
"8.95900","11.17326","1.63365"
"8.96000","11.17451","1.63398"
"8.96100","11.17576","1.63457"
"8.96200","11.17700","1.63558"
"8.96300","11.17825","1.63710"
"8.96400","11.17949","1.63896"
"8.96500","11.18074","1.64087"
"8.96600","11.18199","1.64266"
"8.96700","11.18323","1.64423"
"8.96800","11.18448","1.64538"
"8.96900","11.18572","1.64599"
"8.97000","11.18697","1.64622"
"8.97100","11.18822","1.64626"
"8.97200","11.18946","1.64613"
"8.97300","11.19071","1.64604"
"8.97400","11.19195","1.64642"
"8.97500","11.19320","1.64746"
"8.97600","11.19445","1.64882"
"8.97700","11.19569","1.65006"
"8.97800","11.19694","1.65103"
"8.97900","11.19818","1.65176"
"8.98000","11.19943","1.65220"
"8.98100","11.20067","1.65222"
"8.98200","11.20192","1.65188"
"8.98300","11.20316","1.65140"
"8.98400","11.20441","1.65089"
"8.98500","11.20565","1.65034"
