Strain : Compressive strain (Extension) gauge length,"100.00000",mm
"24.77400","30.94159","9.10730"
"24.77500","30.94284","9.10843"
"24.77600","30.94409","9.10992"
"24.77700","30.94534","9.11170"
"24.77800","30.94660","9.11356"
"24.77900","30.94785","9.11530"
"24.78000","30.94910","9.11677"
"24.78100","30.95036","9.11788"
"24.78200","30.95161","9.11866"
"24.78300","30.95287","9.11920"
"24.78400","30.95412","9.11956"
"24.78500","30.95538","9.11985"
"24.78600","30.95663","9.12029"
"24.78700","30.95789","9.12112"
"24.78800","30.95915","9.12243"
"24.78900","30.96040","9.12421"
"24.79000","30.96166","9.12633"
"24.79100","30.96291","9.12867"
"24.79200","30.96417","9.13111"
"24.79300","30.96543","9.13317"
"24.79400","30.96668","9.13455"
"24.79500","30.96794","9.13556"
"24.79600","30.96919","9.13674"
"24.79700","30.97045","9.13817"
"24.79800","30.97171","9.13966"
"24.79900","30.97296","9.14122"
"24.80000","30.97422","9.14317"
"24.80100","30.97548","9.14557"
"24.80200","30.97673","9.14807"
"24.80300","30.97799","9.15031"
"24.80400","30.97925","9.15231"
"24.80500","30.98050","9.15407"
"24.80600","30.98176","9.15537"
"24.80700","30.98302","9.15615"
"24.80800","30.98427","9.15677"
"24.80900","30.98553","9.15761"
"24.81000","30.98678","9.15868"
"24.81100","30.98804","9.15993"
"24.81200","30.98929","9.16151"
"24.81300","30.99055","9.16355"
"24.81400","30.99180","9.16590"
"24.81500","30.99305","9.16823"
"24.81600","30.99430","9.17038"
"24.81700","30.99556","9.17237"
"24.81800","30.99681","9.17420"
"24.81900","30.99806","9.17575"
"24.82000","30.99931","9.17711"
"24.82100","31.00056","9.17860"
"24.82200","31.00181","9.18044"
"24.82300","31.00306","9.18267"
"24.82400","31.00431","9.18557"
"24.82500","31.00557","9.18913"
"24.82600","31.00682","9.19242"
"24.82700","31.00807","9.19476"
"24.82800","31.00932","9.19668"
"24.82900","31.01058","9.19882"
"24.83000","31.01183","9.20079"
"24.83100","31.01308","9.20196"
"24.83200","31.01433","9.20265"
"24.83300","31.01559","9.20374"
"24.83400","31.01684","9.20547"
"24.83500","31.01810","9.20715"
"24.83600","31.01935","9.20855"
"24.83700","31.02061","9.21021"
"24.83800","31.02186","9.21237"
"24.83900","31.02312","9.21441"
"24.84000","31.02437","9.21598"
"24.84100","31.02563","9.21745"
"24.84200","31.02688","9.21898"
"24.84300","31.02814","9.22012"
"24.84400","31.02939","9.22072"
"24.84500","31.03065","9.22120"
"24.84600","31.03190","9.22198"
"24.84700","31.03315","9.22304"
"24.84800","31.03441","9.22428"
"24.84900","31.03566","9.22593"
"24.85000","31.03691","9.22817"
"24.85100","31.03817","9.23066"
"24.85200","31.03942","9.23288"
"24.85300","31.04067","9.23477"
"24.85400","31.04192","9.23652"
"24.85500","31.04317","9.23810"
"24.85600","31.04442","9.23951"
"24.85700","31.04568","9.24132"
"24.85800","31.04692","9.24400"
"24.85900","31.04818","9.24679"
"24.86000","31.04943","9.24872"
"24.86100","31.05068","9.25034"
"24.86200","31.05193","9.25274"
"24.86300","31.05318","9.25570"
"24.86400","31.05442","9.25812"
"24.86500","31.05567","9.25974"
"24.86600","31.05692","9.26138"
"24.86700","31.05817","9.26342"
"24.86800","31.05942","9.26517"
"24.86900","31.06067","9.26617"
"24.87000","31.06192","9.26704"
"24.87100","31.06317","9.26853"
"24.87200","31.06442","9.27037"
"24.87300","31.06567","9.27216"
"24.87400","31.06692","9.27419"
"24.87500","31.06816","9.27675"
"24.87600","31.06941","9.27932"
"24.87700","31.07066","9.28128"
"24.87800","31.07191","9.28270"
"24.87900","31.07316","9.28392"
"24.88000","31.07440","9.28490"
"24.88100","31.07565","9.28555"
"24.88200","31.07690","9.28624"
"24.88300","31.07814","9.28752"
"24.88400","31.07939","9.28942"
"24.88500","31.08064","9.29152"
"24.88600","31.08188","9.29368"
"24.88700","31.08313","9.29617"
"24.88800","31.08438","9.29934"
"24.88900","31.08562","9.30308"
"24.89000","31.08687","9.30627"
"24.89100","31.08812","9.30787"
"24.89200","31.08936","9.30846"
"24.89300","31.09061","9.30947"
"24.89400","31.09185","9.31116"
"24.89500","31.09310","9.31268"
"24.89600","31.09435","9.31373"
"24.89700","31.09559","9.31520"
"24.89800","31.09684","9.31774"
"24.89900","31.09809","9.32071"
"24.90000","31.09933","9.32314"
"24.90100","31.10058","9.32515"
"24.90200","31.10183","9.32717"
"24.90300","31.10307","9.32889"
"24.90400","31.10432","9.32983"
"24.90500","31.10557","9.33047"
"24.90600","31.10681","9.33156"
"24.90700","31.10806","9.33300"
"24.90800","31.10931","9.33437"
"24.90900","31.11056","9.33587"
"24.91000","31.11180","9.33776"
"24.91100","31.11305","9.33968"
"24.91200","31.11430","9.34117"
"24.91300","31.11555","9.34244"
"24.91400","31.11679","9.34394"
"24.91500","31.11804","9.34553"
"24.91600","31.11929","9.34679"
"24.91700","31.12054","9.34770"
"24.91800","31.12179","9.34868"
"24.91900","31.12304","9.34991"
"24.92000","31.12429","9.35132"
"24.92100","31.12554","9.35326"
"24.92200","31.12679","9.35639"
"24.92300","31.12804","9.36056"
"24.92400","31.12929","9.36431"
"24.92500","31.13054","9.36658"
"24.92600","31.13179","9.36808"
"24.92700","31.13304","9.36996"
"24.92800","31.13429","9.37213"
"24.92900","31.13554","9.37375"
"24.93000","31.13680","9.37479"
"24.93100","31.13805","9.37617"
"24.93200","31.13930","9.37836"
"24.93300","31.14055","9.38082"
"24.93400","31.14181","9.38302"
"24.93500","31.14306","9.38523"
"24.93600","31.14432","9.38779"
"24.93700","31.14557","9.39032"
"24.93800","31.14682","9.39238"
"24.93900","31.14808","9.39413"
"24.94000","31.14934","9.39582"
"24.94100","31.15059","9.39731"
"24.94200","31.15185","9.39844"
"24.94300","31.15310","9.39942"
"24.94400","31.15436","9.40059"
"24.94500","31.15561","9.40200"
"24.94600","31.15687","9.40361"
"24.94700","31.15812","9.40546"
"24.94800","31.15938","9.40761"
"24.94900","31.16063","9.40974"
"24.95000","31.16189","9.41134"
"24.95100","31.16315","9.41228"
"24.95200","31.16440","9.41284"
"24.95300","31.16566","9.41339"
"24.95400","31.16691","9.41421"
"24.95500","31.16817","9.41576"
"24.95600","31.16942","9.41856"
"24.95700","31.17068","9.42214"
"24.95800","31.17193","9.42502"
"24.95900","31.17319","9.42674"
"24.96000","31.17444","9.42853"
"24.96100","31.17569","9.43120"
"24.96200","31.17694","9.43394"
"24.96300","31.17820","9.43561"
"24.96400","31.17945","9.43649"
"24.96500","31.18071","9.43767"
"24.96600","31.18196","9.43936"
"24.96700","31.18322","9.44080"
"24.96800","31.18447","9.44177"
"24.96900","31.18573","9.44305"
"24.97000","31.18699","9.44497"
"24.97100","31.18824","9.44693"
"24.97200","31.18950","9.44863"
"24.97300","31.19075","9.45046"
"24.97400","31.19201","9.45244"
"24.97500","31.19327","9.45394"
"24.97600","31.19452","9.45467"
"24.97700","31.19578","9.45506"
"24.97800","31.19703","9.45547"
"24.97900","31.19829","9.45582"
"24.98000","31.19955","9.45623"
"24.98100","31.20080","9.45723"
"24.98200","31.20206","9.45910"
"24.98300","31.20331","9.46137"
"24.98400","31.20457","9.46349"
"24.98500","31.20582","9.46554"
"24.98600","31.20708","9.46785"
"24.98700","31.20833","9.47036"
"24.98800","31.20958","9.47302"
"24.98900","31.21084","9.47637"
"24.99000","31.21209","9.48029"
"24.99100","31.21334","9.48335"
"24.99200","31.21460","9.48497"
"24.99300","31.21585","9.48655"
"24.99400","31.21710","9.48950"
"24.99500","31.21835","9.49328"
"24.99600","31.21960","9.49643"
"24.99700","31.22086","9.49874"
"24.99800","31.22211","9.50121"
"24.99900","31.22336","9.50407"
"25.00000","31.22461","9.50633"
"25.00100","31.22586","9.50746"
"25.00200","31.22712","9.50832"
"25.00300","31.22837","9.50971"
"25.00400","31.22962","9.51135"
"25.00500","31.23087","9.51302"
"25.00600","31.23213","9.51519"
"25.00700","31.23338","9.51800"
"25.00800","31.23463","9.52088"
"25.00900","31.23588","9.52332"
"25.01000","31.23713","9.52543"
"25.01100","31.23838","9.52738"
"25.01200","31.23963","9.52901"
"25.01300","31.24088","9.53020"
"25.01400","31.24213","9.53137"
"25.01500","31.24338","9.53293"
"25.01600","31.24463","9.53472"
"25.01700","31.24588","9.53635"
"25.01800","31.24713","9.53800"
"25.01900","31.24837","9.54014"
"25.02000","31.24962","9.54278"
"25.02100","31.25087","9.54553"
"25.02200","31.25211","9.54842"
"25.02300","31.25336","9.55203"
"25.02400","31.25460","9.55711"
"25.02500","31.25585","9.56404"
"25.02600","31.25710","9.57162"
"25.02700","31.25834","9.57719"
"25.02800","31.25958","9.57878"
"25.02900","31.26083","9.57720"
"25.03000","31.26207","9.57568"
"25.03100","31.26331","9.57657"
"25.03200","31.26455","9.57911"
"25.03300","31.26580","9.58112"
"25.03400","31.26704","9.58171"
"25.03500","31.26828","9.58181"
"25.03600","31.26952","9.58233"
"25.03700","31.27077","9.58303"
"25.03800","31.27201","9.58325"
"25.03900","31.27325","9.58296"
"25.04000","31.27449","9.58277"
"25.04100","31.27574","9.58311"
"25.04200","31.27698","9.58382"
"25.04300","31.27823","9.58466"
"25.04400","31.27947","9.58554"
"25.04500","31.28072","9.58642"
"25.04600","31.28196","9.58732"
"25.04700","31.28320","9.58825"
"25.04800","31.28445","9.58914"
"25.04900","31.28570","9.58984"
"25.05000","31.28694","9.59050"
"25.05100","31.28819","9.59150"
"25.05200","31.28944","9.59314"
"25.05300","31.29068","9.59535"
"25.05400","31.29193","9.59775"
"25.05500","31.29318","9.60015"
"25.05600","31.29442","9.60277"
"25.05700","31.29567","9.60593"
"25.05800","31.29692","9.60954"
"25.05900","31.29817","9.61306"
"25.06000","31.29942","9.61606"
"25.06100","31.30067","9.61859"
"25.06200","31.30192","9.62089"
"25.06300","31.30317","9.62312"
"25.06400","31.30442","9.62533"
"25.06500","31.30567","9.62772"
"25.06600","31.30692","9.63050"
"25.06700","31.30817","9.63358"
"25.06800","31.30942","9.63663"
"25.06900","31.31067","9.63951"
"25.07000","31.31192","9.64220"
"25.07100","31.31317","9.64461"
"25.07200","31.31442","9.64666"
"25.07300","31.31567","9.64858"
"25.07400","31.31693","9.65062"
"25.07500","31.31817","9.65275"
"25.07600","31.31942","9.65487"
"25.07700","31.32067","9.65720"
"25.07800","31.32192","9.66005"
"25.07900","31.32317","9.66338"
"25.08000","31.32442","9.66673"
"25.08100","31.32567","9.66980"
"25.08200","31.32692","9.67274"
"25.08300","31.32817","9.67573"
"25.08400","31.32942","9.67863"
"25.08500","31.33066","9.68113"
"25.08600","31.33191","9.68319"
"25.08700","31.33316","9.68494"
"25.08800","31.33441","9.68653"
"25.08900","31.33566","9.68824"
"25.09000","31.33691","9.69041"
"25.09100","31.33816","9.69318"
"25.09200","31.33941","9.69622"
"25.09300","31.34066","9.69903"
"25.09400","31.34191","9.70141"
"25.09500","31.34316","9.70347"
"25.09600","31.34441","9.70527"
"25.09700","31.34566","9.70671"
"25.09800","31.34692","9.70789"
"25.09900","31.34817","9.70904"
"25.10000","31.34942","9.71034"
"25.10100","31.35068","9.71192"
"25.10200","31.35193","9.71373"
"25.10300","31.35318","9.71554"
"25.10400","31.35443","9.71723"
"25.10500","31.35569","9.71882"
"25.10600","31.35694","9.72037"
"25.10700","31.35820","9.72188"
"25.10800","31.35945","9.72316"
"25.10900","31.36071","9.72404"
"25.11000","31.36196","9.72463"
"25.11100","31.36322","9.72528"
"25.11200","31.36447","9.72607"
"25.11300","31.36573","9.72686"
"25.11400","31.36699","9.72773"
"25.11500","31.36824","9.72895"
"25.11600","31.36950","9.73070"
"25.11700","31.37075","9.73291"
"25.11800","31.37201","9.73525"
"25.11900","31.37326","9.73733"
"25.12000","31.37452","9.73900"
"25.12100","31.37578","9.74032"
"25.12200","31.37703","9.74153"
"25.12300","31.37829","9.74292"
"25.12400","31.37955","9.74466"
"25.12500","31.38080","9.74664"
"25.12600","31.38206","9.74875"
"25.12700","31.38331","9.75111"
"25.12800","31.38457","9.75392"
"25.12900","31.38583","9.75708"
"25.13000","31.38708","9.76026"
"25.13100","31.38834","9.76316"
"25.13200","31.38960","9.76571"
"25.13300","31.39085","9.76795"
"25.13400","31.39211","9.76995"
"25.13500","31.39336","9.77176"
"25.13600","31.39462","9.77353"
"25.13700","31.39587","9.77543"
"25.13800","31.39713","9.77765"
"25.13900","31.39838","9.78036"
"25.14000","31.39963","9.78351"
"25.14100","31.40088","9.78677"
"25.14200","31.40214","9.78980"
"25.14300","31.40339","9.79244"
"25.14400","31.40464","9.79472"
"25.14500","31.40590","9.79670"
"25.14600","31.40715","9.79834"
"25.14700","31.40840","9.79971"
"25.14800","31.40965","9.80109"
"25.14900","31.41090","9.80272"
"25.15000","31.41215","9.80462"
"25.15100","31.41339","9.80668"
"25.15200","31.41464","9.80892"
"25.15300","31.41589","9.81137"
"25.15400","31.41714","9.81386"
"25.15500","31.41839","9.81617"
"25.15600","31.41963","9.81816"
"25.15700","31.42088","9.81995"
"25.15800","31.42212","9.82174"
"25.15900","31.42337","9.82358"
"25.16000","31.42462","9.82544"
"25.16100","31.42586","9.82741"
"25.16200","31.42710","9.82962"
"25.16300","31.42834","9.83208"
"25.16400","31.42959","9.83473"
"25.16500","31.43083","9.83753"
"25.16600","31.43208","9.84039"
"25.16700","31.43332","9.84306"
"25.16800","31.43456","9.84529"
"25.16900","31.43581","9.84702"
"25.17000","31.43705","9.84837"
"25.17100","31.43829","9.84941"
"25.17200","31.43954","9.85021"
"25.17300","31.44078","9.85090"
"25.17400","31.44202","9.85170"
"25.17500","31.44326","9.85297"
"25.17600","31.44451","9.85495"
"25.17700","31.44575","9.85754"
"25.17800","31.44699","9.86032"
"25.17900","31.44823","9.86287"
"25.18000","31.44947","9.86495"
"25.18100","31.45071","9.86664"
"25.18200","31.45195","9.86822"
"25.18300","31.45319","9.86982"
"25.18400","31.45443","9.87139"
"25.18500","31.45567","9.87299"
"25.18600","31.45691","9.87493"
"25.18700","31.45815","9.87740"
"25.18800","31.45939","9.88033"
"25.18900","31.46063","9.88358"
"25.19000","31.46187","9.88705"
"25.19100","31.46311","9.89067"
"25.19200","31.46435","9.89427"
"25.19300","31.46559","9.89758"
"25.19400","31.46683","9.90038"
"25.19500","31.46807","9.90273"
"25.19600","31.46931","9.90485"
"25.19700","31.47055","9.90701"
"25.19800","31.47179","9.90939"
"25.19900","31.47303","9.91203"
"25.20000","31.47428","9.91484"
"25.20100","31.47552","9.91772"
"25.20200","31.47676","9.92061"
"25.20300","31.47801","9.92340"
"25.20400","31.47925","9.92597"
"25.20500","31.48050","9.92822"
"25.20600","31.48174","9.93014"
"25.20700","31.48298","9.93178"
"25.20800","31.48423","9.93326"
"25.20900","31.48548","9.93460"
"25.21000","31.48672","9.93597"
"25.21100","31.48796","9.93761"
"25.21200","31.48921","9.93960"
"25.21300","31.49046","9.94179"
"25.21400","31.49170","9.94415"
"25.21500","31.49295","9.94666"
"25.21600","31.49420","9.94917"
"25.21700","31.49544","9.95140"
"25.21800","31.49669","9.95321"
"25.21900","31.49794","9.95475"
"25.22000","31.49918","9.95629"
"25.22100","31.50043","9.95799"
"25.22200","31.50168","9.95986"
"25.22300","31.50292","9.96196"
"25.22400","31.50417","9.96450"
"25.22500","31.50542","9.96760"
"25.22600","31.50667","9.97112"
"25.22700","31.50793","9.97476"
"25.22800","31.50917","9.97813"
"25.22900","31.51042","9.98098"
"25.23000","31.51167","9.98333"
"25.23100","31.51293","9.98537"
"25.23200","31.51418","9.98727"
"25.23300","31.51543","9.98913"
"25.23400","31.51669","9.99105"
"25.23500","31.51794","9.99313"
"25.23600","31.51920","9.99542"
"25.23700","31.52045","9.99789"
"25.23800","31.52170","10.00054"
"25.23900","31.52296","10.00328"
"25.24000","31.52421","10.00583"
"25.24100","31.52547","10.00784"
"25.24200","31.52672","10.00918"
"25.24300","31.52798","10.01009"
"25.24400","31.52923","10.01096"
"25.24500","31.53049","10.01200"
"25.24600","31.53174","10.01327"
"25.24700","31.53300","10.01484"
"25.24800","31.53425","10.01671"
"25.24900","31.53550","10.01874"
"25.25000","31.53675","10.02082"
"25.25100","31.53801","10.02299"
"25.25200","31.53926","10.02527"
"25.25300","31.54052","10.02757"
"25.25400","31.54177","10.02958"
"25.25500","31.54302","10.03114"
"25.25600","31.54428","10.03237"
"25.25700","31.54553","10.03362"
"25.25800","31.54678","10.03511"
"25.25900","31.54803","10.03691"
"25.26000","31.54929","10.03906"
"25.26100","31.55054","10.04154"
"25.26200","31.55180","10.04422"
"25.26300","31.55305","10.04684"
"25.26400","31.55430","10.04929"
"25.26500","31.55556","10.05163"
"25.26600","31.55681","10.05378"
"25.26700","31.55806","10.05554"
"25.26800","31.55931","10.05695"
"25.26900","31.56057","10.05834"
"25.27000","31.56182","10.06004"
"25.27100","31.56308","10.06206"
"25.27200","31.56433","10.06432"
"25.27300","31.56558","10.06675"
"25.27400","31.56684","10.06931"
"25.27500","31.56809","10.07189"
"25.27600","31.56934","10.07434"
"25.27700","31.57059","10.07661"
"25.27800","31.57185","10.07868"
"25.27900","31.57310","10.08045"
"25.28000","31.57435","10.08184"
"25.28100","31.57561","10.08300"
"25.28200","31.57686","10.08421"
"25.28300","31.57811","10.08568"
"25.28400","31.57936","10.08755"
"25.28500","31.58062","10.08989"
"25.28600","31.58187","10.09263"
"25.28700","31.58312","10.09554"
"25.28800","31.58438","10.09826"
"25.28900","31.58563","10.10055"
"25.29000","31.58688","10.10231"
"25.29100","31.58813","10.10373"
"25.29200","31.58939","10.10529"
"25.29300","31.59064","10.10739"
"25.29400","31.59189","10.11001"
"25.29500","31.59314","10.11274"
"25.29600","31.59440","10.11532"
"25.29700","31.59565","10.11790"
"25.29800","31.59691","10.12068"
"25.29900","31.59816","10.12348"
"25.30000","31.59941","10.12598"
"25.30100","31.60067","10.12810"
"25.30200","31.60192","10.12992"
"25.30300","31.60318","10.13147"
"25.30400","31.60443","10.13275"
"25.30500","31.60568","10.13391"
"25.30600","31.60694","10.13515"
"25.30700","31.60819","10.13666"
"25.30800","31.60944","10.13850"
"25.30900","31.61070","10.14062"
"25.31000","31.61195","10.14287"
"25.31100","31.61320","10.14508"
"25.31200","31.61446","10.14715"
"25.31300","31.61571","10.14907"
"25.31400","31.61696","10.15087"
"25.31500","31.61822","10.15252"
"25.31600","31.61947","10.15396"
"25.31700","31.62072","10.15531"
"25.31800","31.62197","10.15683"
"25.31900","31.62323","10.15866"
"25.32000","31.62448","10.16077"
"25.32100","31.62573","10.16304"
"25.32200","31.62698","10.16559"
"25.32300","31.62823","10.16877"
"25.32400","31.62948","10.17258"
"25.32500","31.63073","10.17649"
"25.32600","31.63198","10.17996"
"25.32700","31.63323","10.18294"
"25.32800","31.63448","10.18576"
"25.32900","31.63572","10.18870"
"25.33000","31.63697","10.19181"
"25.33100","31.63822","10.19511"
"25.33200","31.63947","10.19868"
"25.33300","31.64071","10.20249"
"25.33400","31.64196","10.20636"
"25.33500","31.64321","10.21028"
"25.33600","31.64445","10.21428"
"25.33700","31.64570","10.21800"
"25.33800","31.64694","10.22107"
"25.33900","31.64819","10.22355"
"25.34000","31.64944","10.22578"
"25.34100","31.65068","10.22781"
"25.34200","31.65193","10.22947"
"25.34300","31.65317","10.23082"
"25.34400","31.65442","10.23215"
"25.34500","31.65566","10.23366"
"25.34600","31.65691","10.23537"
"25.34700","31.65815","10.23737"
"25.34800","31.65940","10.23971"
"25.34900","31.66064","10.24206"
"25.35000","31.66188","10.24388"
"25.35100","31.66313","10.24511"
"25.35200","31.66437","10.24618"
"25.35300","31.66561","10.24738"
"25.35400","31.66686","10.24862"
"25.35500","31.66810","10.24993"
"25.35600","31.66934","10.25154"
"25.35700","31.67058","10.25356"
"25.35800","31.67183","10.25590"
"25.35900","31.67307","10.25850"
"25.36000","31.67431","10.26130"
"25.36100","31.67555","10.26407"
"25.36200","31.67680","10.26642"
"25.36300","31.67804","10.26813"
"25.36400","31.67928","10.26948"
"25.36500","31.68052","10.27089"
"25.36600","31.68177","10.27243"
"25.36700","31.68302","10.27394"
"25.36800","31.68426","10.27551"
"25.36900","31.68550","10.27740"
"25.37000","31.68675","10.27967"
"25.37100","31.68800","10.28211"
"25.37200","31.68925","10.28450"
"25.37300","31.69050","10.28680"
"25.37400","31.69175","10.28902"
"25.37500","31.69299","10.29104"
"25.37600","31.69424","10.29273"
"25.37700","31.69550","10.29420"
"25.37800","31.69674","10.29571"
"25.37900","31.69800","10.29739"
"25.38000","31.69925","10.29929"
"25.38100","31.70050","10.30158"
"25.38200","31.70175","10.30437"
"25.38300","31.70300","10.30750"
"25.38400","31.70425","10.31069"
"25.38500","31.70550","10.31377"
"25.38600","31.70675","10.31669"
"25.38700","31.70801","10.31937"
"25.38800","31.70926","10.32162"
"25.38900","31.71051","10.32351"
"25.39000","31.71176","10.32559"
"25.39100","31.71301","10.32835"
"25.39200","31.71426","10.33164"
"25.39300","31.71552","10.33502"
"25.39400","31.71677","10.33839"
"25.39500","31.71802","10.34194"
"25.39600","31.71927","10.34556"
"25.39700","31.72053","10.34891"
"25.39800","31.72178","10.35179"
"25.39900","31.72304","10.35427"
"25.40000","31.72429","10.35644"
"25.40100","31.72554","10.35831"
"25.40200","31.72680","10.35997"
"25.40300","31.72805","10.36170"
"25.40400","31.72931","10.36363"
"25.40500","31.73056","10.36565"
"25.40600","31.73181","10.36766"
"25.40700","31.73307","10.36972"
"25.40800","31.73433","10.37182"
"25.40900","31.73558","10.37390"
"25.41000","31.73683","10.37609"
"25.41100","31.73808","10.37845"
"25.41200","31.73934","10.38069"
"25.41300","31.74059","10.38249"
"25.41400","31.74184","10.38387"
"25.41500","31.74309","10.38523"
"25.41600","31.74435","10.38691"
"25.41700","31.74560","10.38896"
"25.41800","31.74685","10.39132"
"25.41900","31.74810","10.39399"
"25.42000","31.74935","10.39687"
"25.42100","31.75060","10.39964"
"25.42200","31.75185","10.40203"
"25.42300","31.75310","10.40434"
"25.42400","31.75435","10.40695"
"25.42500","31.75560","10.40970"
"25.42600","31.75686","10.41222"
"25.42700","31.75811","10.41450"
"25.42800","31.75936","10.41678"
"25.42900","31.76061","10.41923"
"25.43000","31.76187","10.42193"
"25.43100","31.76312","10.42487"
"25.43200","31.76438","10.42799"
"25.43300","31.76563","10.43113"
"25.43400","31.76688","10.43403"
"25.43500","31.76814","10.43656"
"25.43600","31.76939","10.43879"
"25.43700","31.77065","10.44075"
"25.43800","31.77191","10.44233"
"25.43900","31.77316","10.44362"
"25.44000","31.77442","10.44503"
"25.44100","31.77567","10.44694"
"25.44200","31.77692","10.44933"
"25.44300","31.77818","10.45194"
"25.44400","31.77943","10.45444"
"25.44500","31.78069","10.45655"
"25.44600","31.78194","10.45819"
"25.44700","31.78320","10.45937"
"25.44800","31.78445","10.46028"
"25.44900","31.78570","10.46128"
"25.45000","31.78696","10.46246"
"25.45100","31.78821","10.46359"
"25.45200","31.78946","10.46456"
"25.45300","31.79071","10.46568"
"25.45400","31.79196","10.46723"
"25.45500","31.79321","10.46912"
"25.45600","31.79447","10.47115"
"25.45700","31.79572","10.47335"
"25.45800","31.79697","10.47578"
"25.45900","31.79822","10.47820"
"25.46000","31.79947","10.48027"
"25.46100","31.80072","10.48197"
"25.46200","31.80197","10.48356"
"25.46300","31.80322","10.48523"
"25.46400","31.80447","10.48699"
"25.46500","31.80572","10.48894"
"25.46600","31.80697","10.49129"
"25.46700","31.80822","10.49403"
"25.46800","31.80946","10.49700"
"25.46900","31.81071","10.50019"
"25.47000","31.81196","10.50357"
"25.47100","31.81321","10.50678"
"25.47200","31.81446","10.50941"
"25.47300","31.81570","10.51147"
"25.47400","31.81695","10.51324"
"25.47500","31.81820","10.51494"
"25.47600","31.81944","10.51689"
"25.47700","31.82068","10.51950"
"25.47800","31.82193","10.52280"
"25.47900","31.82317","10.52631"
"25.48000","31.82442","10.52951"
"25.48100","31.82566","10.53245"
"25.48200","31.82691","10.53546"
"25.48300","31.82815","10.53843"
"25.48400","31.82939","10.54096"
"25.48500","31.83063","10.54305"
"25.48600","31.83187","10.54505"
"25.48700","31.83312","10.54708"
"25.48800","31.83436","10.54903"
"25.48900","31.83560","10.55097"
"25.49000","31.83684","10.55321"
"25.49100","31.83808","10.55604"
"25.49200","31.83933","10.55942"
"25.49300","31.84057","10.56300"
"25.49400","31.84181","10.56645"
"25.49500","31.84305","10.56959"
"25.49600","31.84430","10.57230"
"25.49700","31.84554","10.57460"
"25.49800","31.84678","10.57660"
"25.49900","31.84802","10.57838"
"25.50000","31.84927","10.57996"
"25.50100","31.85051","10.58147"
"25.50200","31.85176","10.58333"
"25.50300","31.85300","10.58598"
"25.50400","31.85425","10.58931"
"25.50500","31.85549","10.59260"
"25.50600","31.85674","10.59540"
"25.50700","31.85799","10.59819"
"25.50800","31.85923","10.60161"
"25.50900","31.86048","10.60507"
"25.51000","31.86173","10.60724"
"25.51100","31.86297","10.60812"
"25.51200","31.86422","10.60911"
"25.51300","31.86547","10.61104"
"25.51400","31.86671","10.61354"
"25.51500","31.86796","10.61610"
"25.51600","31.86921","10.61874"
"25.51700","31.87046","10.62158"
"25.51800","31.87171","10.62436"
"25.51900","31.87296","10.62681"
"25.52000","31.87421","10.62902"
"25.52100","31.87546","10.63106"
"25.52200","31.87671","10.63272"
"25.52300","31.87796","10.63409"
"25.52400","31.87921","10.63583"
"25.52500","31.88046","10.63819"
"25.52600","31.88172","10.64073"
"25.52700","31.88297","10.64319"
"25.52800","31.88422","10.64594"
"25.52900","31.88548","10.64917"
"25.53000","31.88673","10.65235"
"25.53100","31.88799","10.65495"
"25.53200","31.88924","10.65710"
"25.53300","31.89050","10.65911"
"25.53400","31.89175","10.66092"
"25.53500","31.89301","10.66237"
"25.53600","31.89426","10.66378"
"25.53700","31.89552","10.66547"
"25.53800","31.89677","10.66729"
"25.53900","31.89803","10.66896"
"25.54000","31.89929","10.67062"
"25.54100","31.90054","10.67256"
"25.54200","31.90180","10.67459"
"25.54300","31.90306","10.67627"
"25.54400","31.90431","10.67764"
"25.54500","31.90557","10.67897"
"25.54600","31.90682","10.68020"
"25.54700","31.90808","10.68110"
"25.54800","31.90933","10.68196"
"25.54900","31.91059","10.68333"
"25.55000","31.91184","10.68535"
"25.55100","31.91309","10.68774"
"25.55200","31.91435","10.69024"
"25.55300","31.91560","10.69288"
"25.55400","31.91685","10.69558"
"25.55500","31.91811","10.69802"
"25.55600","31.91936","10.70010"
"25.55700","31.92061","10.70228"
"25.55800","31.92186","10.70491"
"25.55900","31.92311","10.70778"
"25.56000","31.92437","10.71055"
"25.56100","31.92562","10.71334"
"25.56200","31.92687","10.71641"
"25.56300","31.92813","10.71979"
"25.56400","31.92938","10.72332"
"25.56500","31.93063","10.72687"
"25.56600","31.93188","10.73047"
"25.56700","31.93314","10.73400"
"25.56800","31.93439","10.73708"
"25.56900","31.93565","10.73962"
"25.57000","31.93690","10.74207"
"25.57100","31.93815","10.74471"
"25.57200","31.93941","10.74728"
"25.57300","31.94066","10.74948"
"25.57400","31.94192","10.75158"
"25.57500","31.94318","10.75408"
"25.57600","31.94443","10.75698"
"25.57700","31.94569","10.75984"
"25.57800","31.94694","10.76236"
"25.57900","31.94819","10.76465"
"25.58000","31.94945","10.76672"
"25.58100","31.95070","10.76840"
"25.58200","31.95196","10.76974"
"25.58300","31.95321","10.77109"
"25.58400","31.95447","10.77264"
"25.58500","31.95572","10.77425"
"25.58600","31.95697","10.77595"
"25.58700","31.95823","10.77800"
"25.58800","31.95948","10.78056"
"25.58900","31.96073","10.78339"
"25.59000","31.96198","10.78620"
"25.59100","31.96323","10.78892"
"25.59200","31.96449","10.79149"
"25.59300","31.96574","10.79370"
"25.59400","31.96699","10.79538"
